Siparis_ID,Siparis_Tarihi,Musteri_ID,Ad,Sehir,Urun_ID,Kategori,Birim_Fiyat,Adet,Toplam_Tutar
5726,2023-10-18,M006,Ayşe,Ankara,U018,Giyim,130,3,390
5727,2023-08-08,M015,Mehmet,Ankara,U002,Kitap,197,3,591
5728,2023-08-31,M021,Mehmet,Ankara,U018,Giyim,130,1,130
5729,2023-08-16,M098,Ayşe,Bursa,U020,Giyim,461,2,922
5730,2023-07-22,M019,Elif,İstanbul,U017,Giyim,395,3,1185
5731,2023-08-23,M022,Fatma,İstanbul,U005,Kitap,454,2,908
5732,2023-06-11,M019,Elif,İstanbul,U017,Giyim,395,2,790
5733,2023-07-18,M057,Zeynep,Antalya,U016,Elektronik,2627,3,7881
5734,2023-06-26,M050,Ahmet,Bursa,U018,Giyim,130,1,130
5735,2023-06-17,M066,Elif,Ankara,U002,Kitap,197,3,591
5736,2023-07-25,M039,Elif,Bursa,U015,Kitap,278,2,556
5737,2023-09-20,M056,Ali,Bursa,U004,Giyim,124,1,124
5738,2023-08-16,M012,Elif,Ankara,U009,Giyim,407,2,814
5739,2023-10-19,M040,Mehmet,Bursa,U020,Giyim,461,2,922
5740,2023-10-04,M067,Canan,Bursa,U014,Kitap,374,2,748
5741,2023-10-02,M054,Mehmet,Bursa,U006,Kitap,125,3,375
5742,2023-07-30,M018,Mustafa,Bursa,U014,Kitap,374,3,1122
5743,2023-08-17,M049,Ayşe,Bursa,U016,Elektronik,2627,2,5254
5744,2023-09-19,M068,Zeynep,Ankara,U007,Elektronik,3314,2,6628
5745,2023-10-05,M066,Elif,Ankara,U015,Kitap,278,1,278
5746,2023-10-22,M063,Ali,İstanbul,U013,Elektronik,1127,1,1127
5747,2023-07-28,M094,Ali,Antalya,U011,Elektronik,1480,1,1480
5748,2023-08-13,M056,Ali,Bursa,U009,Giyim,407,3,1221
5749,2023-07-13,M077,Fatma,İstanbul,U010,Kitap,187,3,561
5750,2023-09-20,M064,Canan,Antalya,U007,Elektronik,3314,2,6628
5751,2023-07-02,M042,Mustafa,Bursa,U020,Giyim,461,1,461
5752,2023-07-09,M028,Mehmet,Ankara,U016,Elektronik,2627,2,5254
5753,2023-08-01,M004,Ali,Ankara,U016,Elektronik,2627,1,2627
5754,2023-07-14,M068,Zeynep,Ankara,U012,Kitap,276,1,276
5755,2023-06-06,M026,Zeynep,Antalya,U005,Kitap,454,3,1362
5756,2023-09-25,M022,Fatma,İstanbul,U019,Elektronik,4784,3,14352
5757,2023-10-20,M016,Mustafa,İzmir,U012,Kitap,276,1,276
5758,2023-09-28,M038,Fatma,İstanbul,U016,Elektronik,2627,3,7881
5759,2023-10-09,M073,Mustafa,Ankara,U017,Giyim,395,2,790
5760,2023-08-19,M037,Ahmet,İzmir,U020,Giyim,461,3,1383
5761,2023-08-05,M013,Canan,Bursa,U008,Giyim,303,2,606
5762,2023-10-27,M050,Ahmet,Bursa,U002,Kitap,197,3,591
5763,2023-06-17,M079,Zeynep,İzmir,U017,Giyim,395,2,790
5764,2023-08-28,M019,Elif,İstanbul,U013,Elektronik,1127,1,1127
5765,2023-07-17,M084,Elif,İzmir,U011,Elektronik,1480,1,1480
5766,2023-06-13,M044,Elif,Bursa,U011,Elektronik,1480,1,1480
5767,2023-08-06,M071,Ali,Bursa,U014,Kitap,374,1,374
5768,2023-07-30,M038,Fatma,İstanbul,U005,Kitap,454,3,1362
5769,2023-06-22,M042,Mustafa,Bursa,U003,Kitap,388,1,388
5770,2023-06-10,M078,Hüseyin,İstanbul,U016,Elektronik,2627,2,5254
5771,2023-09-30,M044,Elif,Bursa,U010,Kitap,187,1,187
5772,2023-09-21,M059,Canan,İstanbul,U013,Elektronik,1127,2,2254
5773,2023-09-17,M078,Hüseyin,İstanbul,U019,Elektronik,4784,1,4784
5774,2023-08-02,M078,Hüseyin,İstanbul,U007,Elektronik,3314,1,3314
5775,2023-07-19,M030,Fatma,İzmir,U014,Kitap,374,2,748
5776,2023-07-24,M054,Mehmet,Bursa,U019,Elektronik,4784,2,9568
5777,2023-08-25,M079,Zeynep,İzmir,U006,Kitap,125,3,375
5778,2023-09-01,M082,Ali,Antalya,U003,Kitap,388,2,776
5779,2023-07-04,M012,Elif,Ankara,U001,Elektronik,2389,3,7167
5780,2023-06-18,M073,Mustafa,Ankara,U016,Elektronik,2627,1,2627
5781,2023-06-14,M100,Canan,İstanbul,U004,Giyim,124,3,372
5782,2023-09-26,M022,Fatma,İstanbul,U003,Kitap,388,2,776
5783,2023-09-08,M047,Hüseyin,Bursa,U013,Elektronik,1127,1,1127
5784,2023-08-02,M059,Canan,İstanbul,U018,Giyim,130,1,130
5785,2023-06-29,M025,Mehmet,Bursa,U002,Kitap,197,3,591
5786,2023-07-24,M068,Zeynep,Ankara,U019,Elektronik,4784,2,9568
5787,2023-07-14,M054,Mehmet,Bursa,U014,Kitap,374,2,748
5788,2023-06-25,M050,Ahmet,Bursa,U001,Elektronik,2389,1,2389
5789,2023-07-07,M038,Fatma,İstanbul,U012,Kitap,276,3,828
5790,2023-10-19,M018,Mustafa,Bursa,U013,Elektronik,1127,3,3381
5791,2023-08-02,M081,Fatma,İzmir,U017,Giyim,395,2,790
5792,2023-09-05,M039,Elif,Bursa,U002,Kitap,197,2,394
5793,2023-07-26,M042,Mustafa,Bursa,U009,Giyim,407,2,814
5794,2023-09-28,M011,Ali,İzmir,U005,Kitap,454,2,908
5795,2023-09-16,M054,Mehmet,Bursa,U010,Kitap,187,3,561
5796,2023-10-10,M083,Mustafa,İzmir,U010,Kitap,187,2,374
5797,2023-09-11,M088,Zeynep,Bursa,U013,Elektronik,1127,3,3381
5798,2023-09-27,M007,Zeynep,İstanbul,U010,Kitap,187,2,374
5799,2023-06-29,M084,Elif,İzmir,U007,Elektronik,3314,3,9942
5800,2023-07-03,M019,Elif,İstanbul,U003,Kitap,388,3,1164
5801,2023-10-14,M012,Elif,Ankara,U020,Giyim,461,2,922
5802,2023-07-13,M012,Elif,Ankara,U001,Elektronik,2389,3,7167
5803,2023-08-08,M062,Ali,Bursa,U009,Giyim,407,1,407
5804,2023-09-02,M072,Mustafa,Bursa,U005,Kitap,454,3,1362
5805,2023-09-22,M011,Ali,İzmir,U013,Elektronik,1127,1,1127
5806,2023-06-17,M095,Fatma,Ankara,U020,Giyim,461,2,922
5807,2023-09-19,M092,Zeynep,İzmir,U003,Kitap,388,3,1164
5808,2023-09-14,M011,Ali,İzmir,U004,Giyim,124,1,124
5809,2023-08-23,M012,Elif,Ankara,U019,Elektronik,4784,2,9568
5810,2023-08-01,M018,Mustafa,Bursa,U018,Giyim,130,2,260
5811,2023-06-09,M022,Fatma,İstanbul,U005,Kitap,454,1,454
5812,2023-06-14,M056,Ali,Bursa,U014,Kitap,374,3,1122
5813,2023-07-29,M005,Mustafa,Bursa,U001,Elektronik,2389,1,2389
5814,2023-07-24,M068,Zeynep,Ankara,U012,Kitap,276,1,276
5815,2023-08-01,M066,Elif,Ankara,U018,Giyim,130,1,130
5816,2023-10-20,M017,Fatma,İzmir,U002,Kitap,197,3,591
5817,2023-06-27,M039,Elif,Bursa,U011,Elektronik,1480,1,1480
5818,2023-09-05,M027,Ayşe,İstanbul,U020,Giyim,461,2,922
5819,2023-07-24,M016,Mustafa,İzmir,U017,Giyim,395,3,1185
5820,2023-07-02,M042,Mustafa,Bursa,U017,Giyim,395,3,1185
5821,2023-07-03,M004,Ali,Ankara,U016,Elektronik,2627,2,5254
5822,2023-07-14,M027,Ayşe,İstanbul,U010,Kitap,187,1,187
5823,2023-07-18,M072,Mustafa,Bursa,U007,Elektronik,3314,3,9942
5824,2023-08-26,M030,Fatma,İzmir,U001,Elektronik,2389,2,4778
5825,2023-09-11,M027,Ayşe,İstanbul,U010,Kitap,187,2,374
5826,2023-07-19,M065,Ayşe,İzmir,U009,Giyim,407,3,1221
5827,2023-07-02,M042,Mustafa,Bursa,U002,Kitap,197,1,197
5828,2023-08-29,M026,Zeynep,Antalya,U016,Elektronik,2627,1,2627
5829,2023-07-20,M039,Elif,Bursa,U005,Kitap,454,2,908
5830,2023-09-15,M020,Canan,İzmir,U019,Elektronik,4784,2,9568
5831,2023-10-03,M038,Fatma,İstanbul,U003,Kitap,388,3,1164
5832,2023-10-13,M058,Mehmet,Ankara,U006,Kitap,125,1,125
5833,2023-08-28,M035,Zeynep,İzmir,U008,Giyim,303,3,909
5834,2023-07-02,M025,Mehmet,Bursa,U019,Elektronik,4784,3,14352
5835,2023-07-13,M071,Ali,Bursa,U003,Kitap,388,2,776
5836,2023-08-18,M097,Fatma,Antalya,U001,Elektronik,2389,3,7167
5837,2023-07-02,M052,Ayşe,Ankara,U012,Kitap,276,1,276
5838,2023-10-09,M049,Ayşe,Bursa,U017,Giyim,395,3,1185
5839,2023-07-17,M057,Zeynep,Antalya,U011,Elektronik,1480,3,4440
5840,2023-07-07,M004,Ali,Ankara,U002,Kitap,197,3,591
5841,2023-06-22,M053,Canan,Bursa,U008,Giyim,303,3,909
5842,2023-09-18,M069,Canan,Ankara,U015,Kitap,278,3,834
5843,2023-08-11,M022,Fatma,İstanbul,U019,Elektronik,4784,2,9568
5844,2023-09-26,M079,Zeynep,İzmir,U001,Elektronik,2389,1,2389
5845,2023-08-07,M076,Canan,Bursa,U016,Elektronik,2627,1,2627
5846,2023-09-02,M044,Elif,Bursa,U009,Giyim,407,3,1221
5847,2023-06-24,M089,Canan,Bursa,U009,Giyim,407,2,814
5848,2023-07-18,M018,Mustafa,Bursa,U019,Elektronik,4784,1,4784
5849,2023-07-27,M026,Zeynep,Antalya,U017,Giyim,395,2,790
5850,2023-09-01,M087,Ayşe,Antalya,U011,Elektronik,1480,1,1480
5851,2023-08-06,M040,Mehmet,Bursa,U004,Giyim,124,3,372
5852,2023-08-13,M001,Canan,İstanbul,U008,Giyim,303,1,303
5853,2023-10-14,M010,Ali,Bursa,U008,Giyim,303,1,303
5854,2023-09-19,M064,Canan,Antalya,U020,Giyim,461,1,461
5855,2023-09-29,M052,Ayşe,Ankara,U011,Elektronik,1480,1,1480
5856,2023-07-11,M040,Mehmet,Bursa,U003,Kitap,388,1,388
5857,2023-09-28,M032,Ayşe,İzmir,U004,Giyim,124,3,372
5858,2023-08-04,M099,Canan,Antalya,U019,Elektronik,4784,2,9568
5859,2023-07-01,M030,Fatma,İzmir,U012,Kitap,276,2,552
5860,2023-08-19,M070,Fatma,İstanbul,U007,Elektronik,3314,3,9942
5861,2023-06-07,M026,Zeynep,Antalya,U010,Kitap,187,1,187
5862,2023-09-27,M026,Zeynep,Antalya,U005,Kitap,454,2,908
5863,2023-06-29,M087,Ayşe,Antalya,U012,Kitap,276,2,552
5864,2023-08-09,M037,Ahmet,İzmir,U014,Kitap,374,1,374
5865,2023-08-05,M079,Zeynep,İzmir,U010,Kitap,187,3,561
5866,2023-08-17,M080,Elif,Bursa,U017,Giyim,395,2,790
5867,2023-10-03,M022,Fatma,İstanbul,U005,Kitap,454,3,1362
5868,2023-08-19,M062,Ali,Bursa,U014,Kitap,374,2,748
5869,2023-10-26,M018,Mustafa,Bursa,U015,Kitap,278,1,278
5870,2023-08-05,M042,Mustafa,Bursa,U012,Kitap,276,3,828
5871,2023-08-05,M089,Canan,Bursa,U009,Giyim,407,3,1221
5872,2023-10-04,M098,Ayşe,Bursa,U003,Kitap,388,3,1164
5873,2023-06-11,M093,Hüseyin,Antalya,U016,Elektronik,2627,1,2627
5874,2023-08-04,M038,Fatma,İstanbul,U005,Kitap,454,3,1362
5875,2023-10-08,M012,Elif,Ankara,U012,Kitap,276,3,828
5876,2023-10-16,M039,Elif,Bursa,U005,Kitap,454,3,1362
5877,2023-10-19,M047,Hüseyin,Bursa,U014,Kitap,374,3,1122
5878,2023-07-29,M096,Ayşe,Antalya,U020,Giyim,461,3,1383
5879,2023-08-21,M047,Hüseyin,Bursa,U009,Giyim,407,1,407
5880,2023-10-02,M047,Hüseyin,Bursa,U017,Giyim,395,3,1185
5881,2023-10-11,M093,Hüseyin,Antalya,U015,Kitap,278,3,834
5882,2023-08-12,M061,Elif,İstanbul,U010,Kitap,187,3,561
5883,2023-06-22,M061,Elif,İstanbul,U009,Giyim,407,2,814
5884,2023-08-10,M032,Ayşe,İzmir,U007,Elektronik,3314,1,3314
5885,2023-10-02,M008,Mehmet,Antalya,U010,Kitap,187,2,374
5886,2023-10-16,M068,Zeynep,Ankara,U001,Elektronik,2389,3,7167
5887,2023-08-11,M032,Ayşe,İzmir,U011,Elektronik,1480,2,2960
5888,2023-07-18,M092,Zeynep,İzmir,U003,Kitap,388,3,1164
5889,2023-06-21,M043,Elif,İstanbul,U010,Kitap,187,2,374
5890,2023-08-28,M010,Ali,Bursa,U006,Kitap,125,3,375
5891,2023-09-15,M027,Ayşe,İstanbul,U019,Elektronik,4784,2,9568
5892,2023-08-30,M029,Hüseyin,Bursa,U018,Giyim,130,2,260
5893,2023-08-03,M007,Zeynep,İstanbul,U020,Giyim,461,3,1383
5894,2023-09-15,M052,Ayşe,Ankara,U002,Kitap,197,2,394
5895,2023-08-21,M008,Mehmet,Antalya,U012,Kitap,276,1,276
5896,2023-07-30,M093,Hüseyin,Antalya,U007,Elektronik,3314,3,9942
5897,2023-09-16,M088,Zeynep,Bursa,U014,Kitap,374,1,374
5898,2023-08-17,M082,Ali,Antalya,U010,Kitap,187,1,187
5899,2023-07-24,M078,Hüseyin,İstanbul,U014,Kitap,374,3,1122
5900,2023-07-28,M078,Hüseyin,İstanbul,U015,Kitap,278,3,834
5901,2023-10-27,M026,Zeynep,Antalya,U001,Elektronik,2389,1,2389
5902,2023-08-19,M060,Fatma,Antalya,U020,Giyim,461,3,1383
5903,2023-10-26,M076,Canan,Bursa,U018,Giyim,130,3,390
5904,2023-09-30,M060,Fatma,Antalya,U004,Giyim,124,3,372
5905,2023-07-27,M034,Mehmet,Ankara,U006,Kitap,125,2,250
5906,2023-08-03,M071,Ali,Bursa,U014,Kitap,374,3,1122
5907,2023-09-12,M073,Mustafa,Ankara,U015,Kitap,278,2,556
5908,2023-06-03,M062,Ali,Bursa,U001,Elektronik,2389,2,4778
5909,2023-10-19,M038,Fatma,İstanbul,U012,Kitap,276,3,828
5910,2023-10-28,M051,Ayşe,İstanbul,U016,Elektronik,2627,1,2627
5911,2023-07-06,M041,Fatma,Antalya,U020,Giyim,461,2,922
5912,2023-09-05,M061,Elif,İstanbul,U006,Kitap,125,3,375
5913,2023-06-13,M023,Elif,İzmir,U004,Giyim,124,2,248
5914,2023-10-08,M094,Ali,Antalya,U012,Kitap,276,2,552
5915,2023-08-19,M078,Hüseyin,İstanbul,U002,Kitap,197,3,591
5916,2023-10-13,M007,Zeynep,İstanbul,U012,Kitap,276,3,828
5917,2023-10-01,M036,Fatma,İstanbul,U010,Kitap,187,3,561
5918,2023-10-13,M090,Canan,İstanbul,U007,Elektronik,3314,1,3314
5919,2023-09-28,M005,Mustafa,Bursa,U015,Kitap,278,2,556
5920,2023-06-16,M077,Fatma,İstanbul,U011,Elektronik,1480,1,1480
5921,2023-09-08,M013,Canan,Bursa,U015,Kitap,278,1,278
5922,2023-07-06,M077,Fatma,İstanbul,U017,Giyim,395,2,790
5923,2023-10-19,M078,Hüseyin,İstanbul,U020,Giyim,461,3,1383
5924,2023-08-08,M071,Ali,Bursa,U018,Giyim,130,3,390
5925,2023-06-27,M025,Mehmet,Bursa,U008,Giyim,303,1,303
5926,2023-09-08,M020,Canan,İzmir,U008,Giyim,303,3,909
5927,2023-09-14,M056,Ali,Bursa,U020,Giyim,461,2,922
5928,2023-09-03,M061,Elif,İstanbul,U001,Elektronik,2389,2,4778
5929,2023-07-11,M065,Ayşe,İzmir,U007,Elektronik,3314,3,9942
5930,2023-07-19,M049,Ayşe,Bursa,U018,Giyim,130,1,130
5931,2023-09-19,M012,Elif,Ankara,U004,Giyim,124,1,124
5932,2023-10-13,M042,Mustafa,Bursa,U018,Giyim,130,2,260
5933,2023-07-05,M041,Fatma,Antalya,U016,Elektronik,2627,1,2627
5934,2023-10-03,M067,Canan,Bursa,U018,Giyim,130,1,130
5935,2023-10-11,M019,Elif,İstanbul,U005,Kitap,454,3,1362
5936,2023-09-09,M046,Canan,İzmir,U002,Kitap,197,1,197
5937,2023-07-19,M091,Ali,İstanbul,U004,Giyim,124,3,372
5938,2023-07-01,M053,Canan,Bursa,U007,Elektronik,3314,2,6628
5939,2023-10-14,M068,Zeynep,Ankara,U006,Kitap,125,2,250
5940,2023-08-08,M053,Canan,Bursa,U018,Giyim,130,1,130
5941,2023-07-02,M036,Fatma,İstanbul,U020,Giyim,461,1,461
5942,2023-06-16,M005,Mustafa,Bursa,U019,Elektronik,4784,1,4784
5943,2023-06-16,M058,Mehmet,Ankara,U010,Kitap,187,2,374
5944,2023-08-24,M073,Mustafa,Ankara,U009,Giyim,407,2,814
5945,2023-09-23,M093,Hüseyin,Antalya,U002,Kitap,197,1,197
5946,2023-10-11,M077,Fatma,İstanbul,U001,Elektronik,2389,2,4778
5947,2023-10-12,M036,Fatma,İstanbul,U019,Elektronik,4784,3,14352
5948,2023-09-24,M042,Mustafa,Bursa,U012,Kitap,276,3,828
5949,2023-09-05,M050,Ahmet,Bursa,U014,Kitap,374,2,748
5950,2023-07-15,M047,Hüseyin,Bursa,U016,Elektronik,2627,3,7881
5951,2023-06-23,M029,Hüseyin,Bursa,U014,Kitap,374,3,1122
5952,2023-07-25,M092,Zeynep,İzmir,U014,Kitap,374,2,748
5953,2023-09-05,M008,Mehmet,Antalya,U002,Kitap,197,3,591
5954,2023-06-01,M074,Canan,İzmir,U001,Elektronik,2389,2,4778
5955,2023-08-03,M004,Ali,Ankara,U007,Elektronik,3314,1,3314
5956,2023-10-10,M003,Fatma,Bursa,U003,Kitap,388,3,1164
5957,2023-09-16,M061,Elif,İstanbul,U015,Kitap,278,2,556
5958,2023-10-04,M038,Fatma,İstanbul,U008,Giyim,303,1,303
5959,2023-06-19,M062,Ali,Bursa,U009,Giyim,407,1,407
5960,2023-09-16,M008,Mehmet,Antalya,U004,Giyim,124,3,372
5961,2023-10-10,M043,Elif,İstanbul,U019,Elektronik,4784,2,9568
5962,2023-08-27,M094,Ali,Antalya,U014,Kitap,374,2,748
5963,2023-10-24,M034,Mehmet,Ankara,U007,Elektronik,3314,1,3314
5964,2023-10-01,M076,Canan,Bursa,U011,Elektronik,1480,3,4440
5965,2023-10-02,M017,Fatma,İzmir,U016,Elektronik,2627,2,5254
5966,2023-09-20,M002,Elif,Antalya,U020,Giyim,461,2,922
5967,2023-09-03,M100,Canan,İstanbul,U001,Elektronik,2389,2,4778
5968,2023-10-09,M033,Ali,Ankara,U011,Elektronik,1480,2,2960
5969,2023-08-28,M033,Ali,Ankara,U018,Giyim,130,2,260
5970,2023-09-18,M056,Ali,Bursa,U001,Elektronik,2389,3,7167
5971,2023-07-21,M040,Mehmet,Bursa,U003,Kitap,388,2,776
5972,2023-08-02,M096,Ayşe,Antalya,U018,Giyim,130,1,130
5973,2023-06-21,M063,Ali,İstanbul,U020,Giyim,461,2,922
5974,2023-06-12,M013,Canan,Bursa,U015,Kitap,278,1,278
5975,2023-07-01,M100,Canan,İstanbul,U010,Kitap,187,3,561
5976,2023-08-29,M001,Canan,İstanbul,U005,Kitap,454,3,1362
5977,2023-06-11,M039,Elif,Bursa,U016,Elektronik,2627,1,2627
5978,2023-10-22,M074,Canan,İzmir,U014,Kitap,374,2,748
5979,2023-07-10,M081,Fatma,İzmir,U003,Kitap,388,2,776
5980,2023-10-01,M077,Fatma,İstanbul,U020,Giyim,461,1,461
5981,2023-06-28,M046,Canan,İzmir,U009,Giyim,407,3,1221
5982,2023-08-11,M078,Hüseyin,İstanbul,U006,Kitap,125,2,250
5983,2023-07-19,M089,Canan,Bursa,U008,Giyim,303,3,909
5984,2023-08-02,M063,Ali,İstanbul,U004,Giyim,124,3,372
5985,2023-10-23,M090,Canan,İstanbul,U004,Giyim,124,3,372
5986,2023-07-15,M085,Ali,Bursa,U010,Kitap,187,2,374
5987,2023-08-28,M029,Hüseyin,Bursa,U007,Elektronik,3314,3,9942
5988,2023-09-21,M068,Zeynep,Ankara,U002,Kitap,197,1,197
5989,2023-10-03,M047,Hüseyin,Bursa,U014,Kitap,374,3,1122
5990,2023-09-27,M060,Fatma,Antalya,U005,Kitap,454,1,454
5991,2023-10-18,M066,Elif,Ankara,U009,Giyim,407,2,814
5992,2023-08-20,M079,Zeynep,İzmir,U010,Kitap,187,3,561
5993,2023-07-20,M029,Hüseyin,Bursa,U011,Elektronik,1480,1,1480
5994,2023-07-03,M054,Mehmet,Bursa,U013,Elektronik,1127,2,2254
5995,2023-07-01,M021,Mehmet,Ankara,U007,Elektronik,3314,3,9942
5996,2023-06-28,M045,Mehmet,Bursa,U019,Elektronik,4784,3,14352
5997,2023-09-26,M048,Mehmet,Antalya,U009,Giyim,407,1,407
5998,2023-06-22,M028,Mehmet,Ankara,U005,Kitap,454,1,454
5999,2023-10-03,M017,Fatma,İzmir,U011,Elektronik,1480,2,2960
6000,2023-08-11,M030,Fatma,İzmir,U018,Giyim,130,2,260
6001,2023-08-29,M063,Ali,İstanbul,U016,Elektronik,2627,2,5254
6002,2023-09-29,M050,Ahmet,Bursa,U008,Giyim,303,3,909
6003,2023-07-25,M085,Ali,Bursa,U005,Kitap,454,2,908
6004,2023-06-14,M056,Ali,Bursa,U009,Giyim,407,3,1221
6005,2023-06-20,M099,Canan,Antalya,U010,Kitap,187,2,374
6006,2023-06-29,M085,Ali,Bursa,U018,Giyim,130,1,130
6007,2023-08-23,M005,Mustafa,Bursa,U005,Kitap,454,3,1362
6008,2023-07-02,M010,Ali,Bursa,U002,Kitap,197,2,394
6009,2023-08-02,M097,Fatma,Antalya,U014,Kitap,374,3,1122
6010,2023-08-06,M020,Canan,İzmir,U020,Giyim,461,2,922
6011,2023-07-19,M051,Ayşe,İstanbul,U011,Elektronik,1480,3,4440
6012,2023-07-26,M002,Elif,Antalya,U001,Elektronik,2389,2,4778
6013,2023-09-17,M095,Fatma,Ankara,U010,Kitap,187,2,374
6014,2023-09-02,M047,Hüseyin,Bursa,U001,Elektronik,2389,3,7167
6015,2023-09-26,M050,Ahmet,Bursa,U003,Kitap,388,2,776
6016,2023-09-08,M047,Hüseyin,Bursa,U012,Kitap,276,1,276
6017,2023-07-14,M051,Ayşe,İstanbul,U020,Giyim,461,1,461
6018,2023-08-08,M006,Ayşe,Ankara,U016,Elektronik,2627,3,7881
6019,2023-09-08,M088,Zeynep,Bursa,U007,Elektronik,3314,1,3314
6020,2023-10-01,M074,Canan,İzmir,U016,Elektronik,2627,1,2627
6021,2023-09-27,M092,Zeynep,İzmir,U009,Giyim,407,3,1221
6022,2023-10-25,M053,Canan,Bursa,U008,Giyim,303,2,606
6023,2023-06-19,M095,Fatma,Ankara,U020,Giyim,461,2,922
6024,2023-08-05,M079,Zeynep,İzmir,U010,Kitap,187,2,374
6025,2023-06-20,M063,Ali,İstanbul,U013,Elektronik,1127,1,1127
6026,2023-10-14,M069,Canan,Ankara,U012,Kitap,276,2,552
6027,2023-08-16,M021,Mehmet,Ankara,U017,Giyim,395,2,790
6028,2023-08-07,M076,Canan,Bursa,U019,Elektronik,4784,3,14352
6029,2023-10-29,M057,Zeynep,Antalya,U020,Giyim,461,3,1383
6030,2023-09-27,M035,Zeynep,İzmir,U003,Kitap,388,3,1164
6031,2023-10-13,M079,Zeynep,İzmir,U009,Giyim,407,3,1221
6032,2023-07-24,M100,Canan,İstanbul,U016,Elektronik,2627,1,2627
6033,2023-06-28,M084,Elif,İzmir,U020,Giyim,461,3,1383
6034,2023-07-30,M100,Canan,İstanbul,U002,Kitap,197,2,394
6035,2023-06-26,M039,Elif,Bursa,U017,Giyim,395,2,790
6036,2023-06-11,M090,Canan,İstanbul,U014,Kitap,374,3,1122
6037,2023-10-07,M029,Hüseyin,Bursa,U004,Giyim,124,2,248
6038,2023-06-26,M083,Mustafa,İzmir,U007,Elektronik,3314,1,3314
6039,2023-06-12,M068,Zeynep,Ankara,U010,Kitap,187,1,187
6040,2023-08-03,M090,Canan,İstanbul,U018,Giyim,130,2,260
6041,2023-09-15,M055,Mustafa,Bursa,U015,Kitap,278,1,278
6042,2023-08-18,M052,Ayşe,Ankara,U018,Giyim,130,3,390
6043,2023-10-23,M027,Ayşe,İstanbul,U008,Giyim,303,1,303
6044,2023-08-29,M081,Fatma,İzmir,U010,Kitap,187,3,561
6045,2023-10-18,M065,Ayşe,İzmir,U009,Giyim,407,3,1221
6046,2023-09-27,M032,Ayşe,İzmir,U010,Kitap,187,2,374
6047,2023-06-03,M025,Mehmet,Bursa,U003,Kitap,388,2,776
6048,2023-07-15,M080,Elif,Bursa,U006,Kitap,125,1,125
6049,2023-09-22,M024,Ayşe,Antalya,U016,Elektronik,2627,2,5254
6050,2023-09-24,M062,Ali,Bursa,U001,Elektronik,2389,2,4778
6051,2023-09-09,M032,Ayşe,İzmir,U008,Giyim,303,2,606
6052,2023-07-18,M094,Ali,Antalya,U007,Elektronik,3314,1,3314
6053,2023-08-21,M013,Canan,Bursa,U008,Giyim,303,1,303
6054,2023-10-28,M071,Ali,Bursa,U008,Giyim,303,2,606
6055,2023-07-15,M065,Ayşe,İzmir,U011,Elektronik,1480,2,2960
6056,2023-07-07,M048,Mehmet,Antalya,U008,Giyim,303,3,909
6057,2023-09-19,M039,Elif,Bursa,U015,Kitap,278,1,278
6058,2023-06-02,M039,Elif,Bursa,U015,Kitap,278,3,834
6059,2023-09-15,M035,Zeynep,İzmir,U005,Kitap,454,3,1362
6060,2023-07-08,M069,Canan,Ankara,U009,Giyim,407,2,814
6061,2023-06-21,M085,Ali,Bursa,U011,Elektronik,1480,3,4440
6062,2023-06-10,M060,Fatma,Antalya,U012,Kitap,276,3,828
6063,2023-09-05,M029,Hüseyin,Bursa,U001,Elektronik,2389,2,4778
6064,2023-07-07,M054,Mehmet,Bursa,U006,Kitap,125,3,375
6065,2023-06-15,M084,Elif,İzmir,U012,Kitap,276,1,276
6066,2023-08-05,M065,Ayşe,İzmir,U012,Kitap,276,2,552
6067,2023-08-06,M074,Canan,İzmir,U014,Kitap,374,1,374
6068,2023-06-01,M025,Mehmet,Bursa,U006,Kitap,125,2,250
6069,2023-08-31,M034,Mehmet,Ankara,U018,Giyim,130,2,260
6070,2023-10-02,M002,Elif,Antalya,U016,Elektronik,2627,1,2627
6071,2023-06-06,M077,Fatma,İstanbul,U004,Giyim,124,3,372
6072,2023-06-17,M006,Ayşe,Ankara,U019,Elektronik,4784,1,4784
6073,2023-08-28,M063,Ali,İstanbul,U017,Giyim,395,1,395
6074,2023-07-25,M093,Hüseyin,Antalya,U019,Elektronik,4784,1,4784
6075,2023-09-17,M001,Canan,İstanbul,U007,Elektronik,3314,1,3314
6076,2023-08-14,M055,Mustafa,Bursa,U019,Elektronik,4784,1,4784
6077,2023-07-06,M055,Mustafa,Bursa,U008,Giyim,303,2,606
6078,2023-08-20,M001,Canan,İstanbul,U016,Elektronik,2627,3,7881
6079,2023-06-27,M028,Mehmet,Ankara,U004,Giyim,124,1,124
6080,2023-08-10,M008,Mehmet,Antalya,U009,Giyim,407,2,814
6081,2023-06-10,M055,Mustafa,Bursa,U001,Elektronik,2389,1,2389
6082,2023-09-16,M071,Ali,Bursa,U011,Elektronik,1480,1,1480
6083,2023-08-15,M063,Ali,İstanbul,U001,Elektronik,2389,1,2389
6084,2023-10-07,M020,Canan,İzmir,U017,Giyim,395,3,1185
6085,2023-07-08,M019,Elif,İstanbul,U009,Giyim,407,1,407
6086,2023-07-02,M059,Canan,İstanbul,U004,Giyim,124,2,248
6087,2023-07-07,M011,Ali,İzmir,U008,Giyim,303,2,606
